Position ,FISH ID,BC1,rBC1,BC2,rBC2,BC3,rBC3,BC4,rBC4,BC5,rBC5,BC6,rBC6,Nuclear CFP,Movie ID,xBC1,xBC2,xBC3,xBC4,xBC5,xBC6,BC1,BC2,BC3,BC4,BC5,BC6,Summary,Manual,Match,Key,
19,1,1,0,1,0,1,0,0,0,0,0,0,0,4.47E+07,5,0,0,0,1,1,1,u,u,u,x,x,x,uuuxxx,,,001,x
19,2,1,0,1,0,1,0,0,0,1,0,0,0,4.23E+07,6,0,0,0,1,0,1,u,u,u,x,u,x,uuuxux,,,010,r
19,3,1,0,1,0,0,0,0,0,0,0,0,0,3.64E+07,7,0,0,1,1,1,1,u,u,x,x,x,x,uuxxxx,,,100,u
19,4,1,0,1,0,0,0,0,0,0,0,0,0,3.67E+07,3,0,0,1,1,1,1,u,u,x,x,x,x,uuxxxx,,,,
19,5,1,0,1,0,1,0,0,0,1,0,0,0,4.63E+07,4,0,0,0,1,0,1,u,u,u,x,u,x,uuuxux,,,,
19,6,1,0,1,0,1,0,0,0,0,0,0,0,4.21E+07,2,0,0,0,1,1,1,u,u,u,x,x,x,uuuxxx,,,,
19,7,1,0,1,0,0,0,0,0,0,0,0,0,4.15E+07,8,0,0,1,1,1,1,u,u,x,x,x,x,uuxxxx,,,,
19,8,1,0,1,0,0,0,0,0,0,0,0,0,1.52E+07,1,0,0,1,1,1,1,u,u,x,x,x,x,uuxxxx,,,,
19,9,1,0,1,0,1,0,1,0,1,0,0,0,1.52E+07,1,0,0,0,0,0,1,u,u,u,u,u,x,uuuuux,,,,
19,10,1,0,0,0,0,0,0,0,0,0,0,0,3.11E+07,15,0,1,1,1,1,1,u,x,x,x,x,x,uxxxxx,,,,
19,11,1,0,1,0,1,0,1,0,1,0,0,0,1.43E+07,13,0,0,0,0,0,1,u,u,u,u,u,x,uuuuux,,,,
19,12,1,0,1,0,1,0,1,0,1,0,0,0,1.54E+07,14,0,0,0,0,0,1,u,u,u,u,u,x,uuuuux,,,,
19,13,1,0,1,0,0,0,0,0,0,0,0,0,2.43E+07,17,0,0,1,1,1,1,u,u,x,x,x,x,uuxxxx,,,,
19,14,1,0,1,0,0,0,0,0,0,0,0,0,2.53E+07,16,0,0,1,1,1,1,u,u,x,x,x,x,uuxxxx,,,,
19,15,1,0,0,0,0,0,0,0,0,0,0,0,5.50E+07,10,0,1,1,1,1,1,u,x,x,x,x,x,uxxxxx,,,,
19,16,1,0,1,0,0,0,0,0,0,0,0,0,4.45E+07,11,0,0,1,1,1,1,u,u,x,x,x,x,uuxxxx,,,,
19,17,1,0,1,0,0,0,0,0,0,0,0,0,5.05E+07,9,0,0,1,1,1,1,u,u,x,x,x,x,uuxxxx,,,,
19,18,1,0,0,0,0,0,0,0,0,0,0,0,4.64E+07,12,0,1,1,1,1,1,u,x,x,x,x,x,uxxxxx,,,,
19,19,0,0,1,0,1,0,0,1,0,0,1,0,3.15E+07,19,1,0,0,0,1,0,x,u,u,r,x,u,xuurxu,,,,
19,20,0,0,1,0,1,0,0,1,0,0,1,0,4.54E+07,18,1,0,0,0,1,0,x,u,u,r,x,u,xuurxu,,,,
19,21,0,0,1,0,1,0,0,1,0,0,1,0,4.44E+07,20,1,0,0,0,1,0,x,u,u,r,x,u,xuurxu,,,,
19,22,0,0,1,0,1,0,0,1,0,0,1,0,4.91E+07,21,1,0,0,0,1,0,x,u,u,r,x,u,xuurxu,,,,
19,23,1,0,1,0,1,0,0,0,0,0,0,1,2.85E+07,,0,0,0,1,1,0,u,u,u,x,x,r,uuuxxr,,,,
19,24,1,0,1,0,0,0,0,0,0,0,0,0,2.17E+07,,0,0,1,1,1,1,u,u,x,x,x,x,uuxxxx,,,,
19,25,1,0,1,0,1,0,0,0,0,0,0,1,3.07E+07,,0,0,0,1,1,0,u,u,u,x,x,r,uuuxxr,,,,
19,26,1,0,1,0,0,0,0,0,0,0,0,0,1.90E+07,,0,0,1,1,1,1,u,u,x,x,x,x,uuxxxx,,,,
19,27,1,0,1,0,1,0,0,0,0,0,0,1,3.25E+07,,0,0,0,1,1,0,u,u,u,x,x,r,uuuxxr,,,,
19,28,1,0,1,0,1,0,1,0,0,0,0,1,8.37E+06,,0,0,0,0,1,0,u,u,u,u,x,r,uuuuxr,,,,
19,29,1,0,1,0,1,0,0,1,0,0,0,0,3.85E+07,,0,0,0,0,1,1,u,u,u,r,x,x,uuurxx,,,,
19,30,1,0,1,0,1,0,0,1,0,0,0,0,1.70E+07,,0,0,0,0,1,1,u,u,u,r,x,x,uuurxx,,,,
