Position ,FISH ID,BC1,rBC1,BC2,rBC2,BC3,rBC3,BC4,rBC4,BC5,rBC5,BC6,rBC6,Nuclear CFP,Movie ID,xBC1,xBC2,xBC3,xBC4,xBC5,xBC6,BC1,BC2,BC3,BC4,BC5,BC6,Summary,Manual,Match,Key,
21,1,0,1,0,1,1,0,0,1,0,1,0,1,1.67E+07,11,0,0,0,0,0,0,r,r,u,r,r,r,rrurrr,,,001,x
21,2,0,1,0,1,1,0,0,1,0,1,0,1,2.48E+07,12,0,0,0,0,0,0,r,r,u,r,r,r,rrurrr,,,010,r
21,3,0,1,0,1,1,0,0,1,0,1,0,1,2.77E+07,13,0,0,0,0,0,0,r,r,u,r,r,r,rrurrr,,,100,u
21,4,0,1,0,1,1,0,0,1,0,1,0,1,2.72E+07,14,0,0,0,0,0,0,r,r,u,r,r,r,rrurrr,,,,
21,5,0,1,0,1,1,0,0,1,0,1,0,1,2.69E+07,15,0,0,0,0,0,0,r,r,u,r,r,r,rrurrr,,,,
21,6,0,0,0,0,1,0,0,1,0,1,0,0,2.92E+07,27,1,1,0,0,0,1,x,x,u,r,r,x,xxurrx,,,,
21,7,0,0,0,0,1,0,0,1,0,1,0,0,2.89E+07,26,1,1,0,0,0,1,x,x,u,r,r,x,xxurrx,,,,
21,8,0,1,1,0,0,0,0,0,0,0,0,0,5.71E+07,41,0,0,1,1,1,1,r,u,x,x,x,x,ruxxxx,,,,
21,9,0,1,1,0,0,0,0,0,0,0,0,0,5.79E+07,40,0,0,1,1,1,1,r,u,x,x,x,x,ruxxxx,,,,
21,10,0,1,1,0,0,0,0,0,0,0,0,0,5.31E+07,36,0,0,1,1,1,1,r,u,x,x,x,x,ruxxxx,,,,
21,11,0,1,1,0,0,0,0,0,0,0,0,0,3.18E+07,35,0,0,1,1,1,1,r,u,x,x,x,x,ruxxxx,,,,
21,13,0,1,1,0,0,0,0,0,0,0,0,0,5.22E+07,33,0,0,1,1,1,1,r,u,x,x,x,x,ruxxxx,,,,
21,14,0,1,1,0,0,0,0,0,0,0,0,0,3.94E+07,34,0,0,1,1,1,1,r,u,x,x,x,x,ruxxxx,,,,
21,15,0,1,1,0,0,0,0,0,0,0,0,0,5.37E+07,32,0,0,1,1,1,1,r,u,x,x,x,x,ruxxxx,,,,
21,16,1,0,0,1,1,0,0,1,0,0,0,1,1.90E+07,3,0,0,0,0,1,0,u,r,u,r,x,r,ururxr,,,,
