Position ,FISH ID,BC1,rBC1,BC2,rBC2,BC3,rBC3,BC4,rBC4,BC5,rBC5,BC6,rBC6,Nuclear CFP,Movie ID,xBC1,xBC2,xBC3,xBC4,xBC5,xBC6,BC1,BC2,BC3,BC4,BC5,BC6,Summary,Manual,Match,Key,
8,41,0,0,0,1,1,0,0,1,0,0,0,0,1.03E+07,38,1,0,0,0,1,1,x,r,u,r,x,x,xrurxx,,,,
8,42,0,0,0,0,0,0,0,0,0,0,0,0,9.79E+06,,1,1,1,1,1,1,x,x,x,x,x,x,xxxxxx,,,,
8,43,0,1,0,0,0,1,0,1,0,0,0,1,2.28E+07,30,0,1,0,0,1,0,r,x,r,r,x,r,rxrrxr,,,,
8,44,0,0,0,1,0,0,0,1,0,0,0,0,1.21E+07,44,1,0,1,0,1,1,x,r,x,r,x,x,xrxrxx,,,,
8,45,0,1,0,0,0,1,0,1,0,0,0,1,2.49E+07,29,0,1,0,0,1,0,r,x,r,r,x,r,rxrrxr,,,,
8,46,0,1,0,0,0,0,0,0,0,1,0,1,3.08E+07,28,0,1,1,1,0,0,r,x,x,x,r,r,rxxxrr,,,,
8,47,0,0,0,0,1,0,0,1,0,0,0,0,1.53E+07,37,1,1,0,0,1,1,x,x,u,r,x,x,xxurxx,,,,
8,48,0,1,1,0,0,1,0,1,0,1,0,1,3.52E+07,20,0,0,0,0,0,0,r,u,r,r,r,r,rurrrr,,,,
8,49,0,1,0,0,0,1,0,1,0,0,0,1,2.69E+07,8,0,1,0,0,1,0,r,x,r,r,x,r,rxrrxr,,,,
8,50,0,1,1,0,0,0,0,1,0,0,0,1,3.21E+07,19,0,0,1,0,1,0,r,u,x,r,x,r,ruxrxr,,,,
8,51,0,0,0,1,0,1,0,1,0,0,0,1,1.77E+07,48,1,0,0,0,1,0,x,r,r,r,x,r,xrrrxr,,,,
8,52,0,1,0,0,0,1,0,1,0,0,0,1,2.93E+07,7,0,1,0,0,1,0,r,x,r,r,x,r,rxrrxr,,,,
8,53,0,1,0,1,1,0,0,1,0,0,0,1,2.52E+07,49,0,0,0,0,1,0,r,r,u,r,x,r,rrurxr,,,,
8,54,0,1,0,0,0,1,0,1,0,0,0,1,3.40E+07,6,0,1,0,0,1,0,r,x,r,r,x,r,rxrrxr,,,,
8,55,0,1,0,0,0,1,0,1,0,0,0,1,2.37E+07,1,0,1,0,0,1,0,r,x,r,r,x,r,rxrrxr,,,,
8,56,0,1,0,1,1,0,0,1,0,0,0,1,1.54E+07,50,0,0,0,0,1,0,r,r,u,r,x,r,rrurxr,,,,
8,57,0,1,0,0,0,1,0,1,0,0,0,1,2.70E+07,2,0,1,0,0,1,0,r,x,r,r,x,r,rxrrxr,,,,
8,58,0,1,0,1,1,0,0,1,0,0,0,1,2.31E+07,51,0,0,0,0,1,0,r,r,u,r,x,r,rrurxr,,,,
8,59,0,1,0,0,1,0,0,0,0,1,0,1,3.50E+07,25,0,1,0,1,0,0,r,x,u,x,r,r,rxuxrr,,,,
8,60,0,1,0,0,0,1,0,1,0,0,0,1,2.41E+07,9,0,1,0,0,1,0,r,x,r,r,x,r,rxrrxr,,,,
8,61,0,1,0,0,0,1,0,1,0,0,0,1,2.76E+07,3,0,1,0,0,1,0,r,x,r,r,x,r,rxrrxr,,,,
8,62,0,1,0,0,0,0,0,0,0,1,0,1,3.56E+07,26,0,1,1,1,0,0,r,x,x,x,r,r,rxxxrr,,,,
8,63,0,1,1,0,1,0,0,1,0,1,0,1,2.70E+07,24,0,0,0,0,0,0,r,u,u,r,r,r,ruurrr,,,,
8,64,0,0,0,1,1,0,0,1,0,0,0,1,1.67E+07,52,1,0,0,0,1,0,x,r,u,r,x,r,xrurxr,,,,
8,65,0,1,0,0,0,1,0,1,0,0,0,1,3.02E+07,12,0,1,0,0,1,0,r,x,r,r,x,r,rxrrxr,,,,
8,66,0,1,0,0,0,1,0,1,0,0,0,1,2.20E+07,4,0,1,0,0,1,0,r,x,r,r,x,r,rxrrxr,,,,
8,67,0,1,0,0,0,1,0,1,0,0,0,1,3.02E+07,10,0,1,0,0,1,0,r,x,r,r,x,r,rxrrxr,,,,
8,68,0,1,0,0,0,1,0,1,0,0,0,1,3.05E+07,13,0,1,0,0,1,0,r,x,r,r,x,r,rxrrxr,,,,
8,69,0,1,0,0,0,1,0,1,0,0,0,1,3.15E+07,11,0,1,0,0,1,0,r,x,r,r,x,r,rxrrxr,,,,
8,70,0,1,1,0,0,1,0,1,0,0,0,1,2.26E+07,22,0,0,0,0,1,0,r,u,r,r,x,r,rurrxr,,,,
8,71,0,1,1,0,0,1,0,1,0,0,0,1,2.76E+07,21,0,0,0,0,1,0,r,u,r,r,x,r,rurrxr,,,,
8,72,0,1,0,0,0,1,0,1,0,0,0,1,3.21E+07,14,0,1,0,0,1,0,r,x,r,r,x,r,rxrrxr,,,,
8,73,0,0,0,1,1,0,0,1,0,0,0,0,1.55E+07,40,1,0,0,0,1,1,x,r,u,r,x,x,xrurxx,,,,
8,74,0,0,0,1,1,0,0,1,0,0,0,0,1.34E+07,39,1,0,0,0,1,1,x,r,u,r,x,x,xrurxx,,,,
