Position ,FISH ID,BC1,rBC1,BC2,rBC2,BC3,rBC3,BC4,rBC4,BC5,rBC5,BC6,rBC6,Nuclear CFP,Movie ID,xBC1,xBC2,xBC3,xBC4,xBC5,xBC6,BC1,BC2,BC3,BC4,BC5,BC6,Summary,Manual,Match,Key,
18,48,0,1,0,1,1,0,1,0,0,1,0,1,1.74E+07,31,0,0,0,0,0,0,r,r,u,u,r,r,rruurr,,,,
18,49,0,1,0,1,0,1,0,1,0,1,1,0,2.78E+07,45,0,0,0,0,0,0,r,r,r,r,r,u,rrrrru,,,,
18,50,0,1,0,1,1,0,0,1,0,1,0,1,3.00E+06,29,0,0,0,0,0,0,r,r,u,r,r,r,rrurrr,,,,
18,51,0,1,0,1,1,0,1,0,0,1,0,1,2.28E+06,30,0,0,0,0,0,0,r,r,u,u,r,r,rruurr,,,,
18,52,0,1,0,1,0,1,0,1,0,1,1,0,2.31E+07,46,0,0,0,0,0,0,r,r,r,r,r,u,rrrrru,,,,
18,53,0,1,0,1,1,0,1,0,0,1,0,1,2.33E+07,35,0,0,0,0,0,0,r,r,u,u,r,r,rruurr,,,,
18,54,0,1,0,1,0,1,0,1,0,1,1,0,2.55E+07,50,0,0,0,0,0,0,r,r,r,r,r,u,rrrrru,,,,
18,55,0,1,0,1,1,0,1,0,0,1,0,1,1.81E+07,40,0,0,0,0,0,0,r,r,u,u,r,r,rruurr,,,,
18,56,0,1,0,1,0,1,1,0,0,1,1,0,1.81E+07,57,0,0,0,0,0,0,r,r,r,u,r,u,rrruru,,,,
18,57,0,1,0,1,0,1,1,0,0,0,1,0,1.75E+07,58,0,0,0,0,1,0,r,r,r,u,x,u,rrruxu,,,,
18,58,0,1,0,1,1,0,1,0,0,1,0,1,2.90E+07,34,0,0,0,0,0,0,r,r,u,u,r,r,rruurr,,,,
18,59,0,1,0,1,0,1,0,1,0,1,1,0,3.38E+07,44,0,0,0,0,0,0,r,r,r,r,r,u,rrrrru,,,,
18,60,0,1,0,1,0,1,0,1,0,1,1,0,1.35E+07,53,0,0,0,0,0,0,r,r,r,r,r,u,rrrrru,,,,
18,61,0,1,0,1,0,1,1,0,0,1,1,0,1.94E+07,52,0,0,0,0,0,0,r,r,r,u,r,u,rrruru,,,,
18,62,0,0,0,1,1,0,0,1,1,0,0,1,2.20E+07,14,1,0,0,0,0,0,x,r,u,r,u,r,xrurur,,,,
18,63,0,0,0,1,1,0,0,1,1,0,0,1,2.65E+07,15,1,0,0,0,0,0,x,r,u,r,u,r,xrurur,,,,
18,64,0,1,0,1,1,0,0,1,0,0,0,1,1.58E+07,56,0,0,0,0,1,0,r,r,u,r,x,r,rrurxr,,,,
18,65,0,1,0,1,0,0,1,0,0,0,0,0,2.28E+07,55,0,0,1,0,1,1,r,r,x,u,x,x,rrxuxx,,,,
18,66,0,1,0,1,1,0,1,0,0,1,0,1,2.90E+07,37,0,0,0,0,0,0,r,r,u,u,r,r,rruurr,,,,
18,67,0,1,0,1,0,1,1,0,0,1,1,0,1.75E+07,59,0,0,0,0,0,0,r,r,r,u,r,u,rrruru,,,,
18,68,0,1,0,1,1,0,1,0,0,1,0,1,1.82E+07,41,0,0,0,0,0,0,r,r,u,u,r,r,rruurr,,,,
18,69,0,1,0,1,1,0,0,1,1,0,0,1,1.22E+07,23,0,0,0,0,0,0,r,r,u,r,u,r,rrurur,,,,
18,70,0,1,0,1,1,0,1,0,0,1,0,1,1.32E+06,13,0,0,0,0,0,0,r,r,u,u,r,r,rruurr,,,,
