Position ,FISH ID,BC1,rBC1,BC2,rBC2,BC3,rBC3,BC4,rBC4,BC5,rBC5,BC6,rBC6,Nuclear CFP,Movie ID,xBC1,xBC2,xBC3,xBC4,xBC5,xBC6,BC1,BC2,BC3,BC4,BC5,BC6,Summary,Manual,Match,Key,
4,1,0,1,0,1,0,0,0,1,0,0,0,1,2.21E+07,7,0,0,1,0,1,0,r,r,x,r,x,r,rrxrxr,rrxrxr,1,001,x
4,2,0,0,0,1,0,0,0,1,0,0,0,1,2.98E+07,13,1,0,1,0,1,0,x,r,x,r,x,r,xrxrxr,xrxrxr,1,010,r
4,3,0,1,0,1,0,0,0,1,0,0,0,1,2.42E+07,8,0,0,1,0,1,0,r,r,x,r,x,r,rrxrxr,rrxrxr,1,100,u
4,4,0,0,0,1,0,0,0,1,0,0,0,1,2.73E+07,14,1,0,1,0,1,0,x,r,x,r,x,r,xrxrxr,xrxrxr,1,,
4,5,0,1,0,1,0,0,0,1,0,0,0,1,3.17E+07,5,0,0,1,0,1,0,r,r,x,r,x,r,rrxrxr,rrxrxr,1,,
4,6,0,1,0,1,0,0,0,1,0,0,0,1,3.21E+07,6,0,0,1,0,1,0,r,r,x,r,x,r,rrxrxr,rrxrxr,1,,
4,7,0,1,0,1,0,0,0,1,0,0,0,1,3.03E+07,4,0,0,1,0,1,0,r,r,x,r,x,r,rrxrxr,rrxrxr,1,,
4,8,0,1,0,0,0,0,0,1,0,0,0,1,3.98E+07,12,0,1,1,0,1,0,r,x,x,r,x,r,rxxrxr,rxxrxr,1,,
4,9,0,1,0,0,0,0,0,1,0,0,0,1,3.72E+07,11,0,1,1,0,1,0,r,x,x,r,x,r,rxxrxr,rxxrxr,1,,
4,10,0,1,0,1,0,0,0,1,0,0,0,1,3.04E+07,3,0,0,1,0,1,0,r,r,x,r,x,r,rrxrxr,rrxrxr,1,,
4,11,0,1,0,1,0,0,0,1,0,0,0,1,3.12E+07,2,0,0,1,0,1,0,r,r,x,r,x,r,rrxrxr,rrxrxr,1,,
4,12,0,1,0,1,0,0,0,1,0,0,0,1,2.79E+07,1,0,0,1,0,1,0,r,r,x,r,x,r,rrxrxr,rrxrxr,1,,
4,13,0,1,0,0,0,0,0,1,0,0,0,1,3.65E+07,9,0,1,1,0,1,0,r,x,x,r,x,r,rxxrxr,rxxrxr,1,,
4,14,0,1,0,0,0,0,0,1,0,0,0,1,4.29E+07,10,0,1,1,0,1,0,r,x,x,r,x,r,rxxrxr,rxxrxr,1,,
