Position ,FISH ID,BC1,rBC1,BC2,rBC2,BC3,rBC3,BC4,rBC4,BC5,rBC5,BC6,rBC6,Nuclear CFP,Movie ID,xBC1,xBC2,xBC3,xBC4,xBC5,xBC6,BC1,BC2,BC3,BC4,BC5,BC6,Summary,Manual,Match,Key,
16,43,0,0,0,0,1,0,0,1,0,0,0,1,1.23E+07,21,1,1,0,0,1,0,x,x,u,r,x,r,xxurxr,,,,
16,44,0,0,0,0,0,1,0,1,0,1,0,1,2.86E+07,49,1,1,0,0,0,0,x,x,r,r,r,r,xxrrrr,,,,
16,45,0,0,0,0,1,0,0,1,0,1,0,1,1.93E+07,37,1,1,0,0,0,0,x,x,u,r,r,r,xxurrr,,,,
16,46,0,0,0,0,0,1,0,1,0,0,0,1,3.00E+07,48,1,1,0,0,1,0,x,x,r,r,x,r,xxrrxr,,,,
16,47,0,0,0,0,1,0,0,1,0,1,0,1,2.32E+07,42,1,1,0,0,0,0,x,x,u,r,r,r,xxurrr,,,,
16,48,0,0,0,0,1,0,0,1,0,1,0,1,3.06E+07,41,1,1,0,0,0,0,x,x,u,r,r,r,xxurrr,,,,
16,49,0,1,0,0,1,0,0,1,0,1,0,1,2.03E+07,31,0,1,0,0,0,0,r,x,u,r,r,r,rxurrr,,,,
16,50,0,1,0,1,0,0,0,0,0,0,0,1,2.34E+07,2,0,0,1,1,1,0,r,r,x,x,x,r,rrxxxr,,,,
16,51,0,1,0,1,1,0,0,1,0,0,0,1,2.35E+07,8,0,0,0,0,1,0,r,r,u,r,x,r,rrurxr,,,,
16,52,0,1,0,1,1,0,0,1,0,0,0,1,2.56E+07,7,0,0,0,0,1,0,r,r,u,r,x,r,rrurxr,,,,
16,53,0,0,0,0,0,0,0,1,0,0,0,1,2.58E+07,47,1,1,1,0,1,0,x,x,x,r,x,r,xxxrxr,,,,
16,54,0,0,0,0,0,0,0,1,0,0,0,1,2.41E+07,50,1,1,1,0,1,0,x,x,x,r,x,r,xxxrxr,,,,
16,55,0,1,0,0,0,0,0,0,0,0,0,1,6.55E+07,5,0,1,1,1,1,0,r,x,x,x,x,r,rxxxxr,,,,
16,56,0,1,0,1,1,0,0,1,0,0,0,1,1.92E+07,10,0,0,0,0,1,0,r,r,u,r,x,r,rrurxr,,,,
16,57,0,1,0,1,0,0,0,1,0,0,0,1,8.10E+06,12,0,0,1,0,1,0,r,r,x,r,x,r,rrxrxr,,,,
16,58,0,0,0,0,0,0,0,0,0,0,0,0,1.14E+07,20,1,1,1,1,1,1,x,x,x,x,x,x,xxxxxx,,,,
16,59,0,0,0,0,0,0,0,0,0,0,0,0,6.84E+06,19,1,1,1,1,1,1,x,x,x,x,x,x,xxxxxx,,,,
16,60,0,0,0,0,0,0,0,0,0,0,0,1,1.79E+07,51,1,1,1,1,1,0,x,x,x,x,x,r,xxxxxr,,,,
16,61,0,0,0,0,0,0,0,1,0,1,0,1,5.53E+06,38,1,1,1,0,0,0,x,x,x,r,r,r,xxxrrr,,,,
