090301	2112011221
090302	2112211200
090303	2112211200
090304	2112211200
090305	2122012221
090306	2102012221
090307	0000000000
090308	2122012221
090309	0000000000
090310	0000000000
090311	2110211221
090312	2110211221
090313	2110011221
090314	2110011221
090315	2110111001
090316	0000000000
090317	2110111001
090318	2110111001
090319	2110211021
090320	2122211021
090321	2112211021
090322	2102031021
090323	2112212221
090324	2112212221
090325	0122212221
090326	0122211221
090327	0102111001
090328	0102212001
090329	1100212001
090330	1100211001
090331	0000000000
090332	0000000000
090333	0000000000
090334	0000000000
