051001	0000000221
051002	0000000221
051003	0000000221
051004	0000000221
051005	0000010021
051006	0000010021
051007	0000000000
051008	0000000000
051009	0000000000
051010	0000000000
051011	0000000000
051012	0000000000
051013	0112211221
051014	0112211221
051015	0112212221
051016	0112212221
051017	2112011221
051018	2112011221
051019	2112011221
051020	2112011221
051021	2112011221
051022	2112011221
051023	2112011221
051024	2112011221
051025	2112210000
051026	2112000201
051027	2112211201
051028	2112211201
051029	2000212000
051030	2000212000
051031	2000212021
051032	2000212021
