090401	1112111111
090402	0000000000
090403	1112111001
090404	1112111111
090405	2110111211
090406	1111111111
090407	1111111111
090408	2111111111
090409	2111111111
090410	1111111001
090411	0000000000
090412	1111110111
090413	2110111001
090414	1110111121
090415	1110111121
090416	0000000000
090417	0000000000
090418	0000000000
090419	0000000000
090420	0000000000
090421	0000000000
090422	2100002000
090423	2100000001
090424	0000000000
090425	1111102001
090426	1110111121
090427	1112111121
090428	1111112201
090429	1111112201
090430	1111110201
090431	1111112201
