210401	2110101021
210402	2110101021
210403	2110101021
210404	2110101021
210405	2100101221
210406	2100301221
210407	2100301221
210408	2100101221
210409	0112031012
210410	0112031012
210411	0112031012
210412	0112031012
210413	0112031012
210414	0112031012
210415	0112031012
210416	0112031012
210417	2121101100
210418	2111303201
210419	0111001221
210420	0111003221
210421	0122211121
210422	0122211121
210423	2212112221
210424	2212312221
210425	2100101000
210426	2112113211
210427	2112111211
210428	2112111211
210429	0122211221
210430	0122211111
210431	1121101111
210432	1121001311
