090501	1111000011
090502	0111111111
090503	1111111111
090504	1111111111
090505	1111111001
090506	1102010010
090507	1111111101
090508	0000000000
090509	0000000000
090510	0000000000
090511	0000000000
090512	0000000000
090513	2110111211
090514	2110111211
090515	2110111211
090516	0000000000
090517	0000000000
090518	0000000000
090519	0000000000
090520	0000000000
090521	0000000000
090522	0000000000
090523	1111111101
090524	1111111021
090525	0000000000
090526	0000000000
090527	1111111000
090528	0102001011
090529	1111111100
090530	2100000000
