051201	0122210221
051202	0122210221
051203	0212210221
051204	0212210221
051205	2102120202
051206	2102120202
051207	2102120202
051208	2102120202
051209	2102000000
051210	0000000000
051211	0000000000
051212	2202000000
051213	2102212202
051214	2102212202
051215	2102212101
051216	2102212101
051217	2102210101
051218	0000000000
051219	2102210101
051220	2102210101
051221	2100001201
051222	2100001201
051223	0100001201
051224	1100001201
051225	2100002001
051226	2100002001
051227	2100002001
051228	2100002001
051229	2100002001
051230	2100002001
