position	cell	state
106	1	uuuxuxxxxr
106	2	uuuxuxxxxx
106	3	uuuxuxxxxx
106	4	uuuxuxxxxx
106	5	uuuxuxxxxx
106	6	uuuwwwuuuu
106	7	xxxxxxxxxx
106	8	xuuxxxuuuu
106	9	xuuxxxuuuu
106	10	xuuxxxuuuu
106	11	xuuxxxuuuu
106	12	xuuxxxuuuu
106	13	xuuxxxuuuu
106	14	uuuuuuuuuu
106	15	xxxxxxxxxx
106	16	uuuuuuuuuu
106	17	xxxxxxxxxx
106	18	uuuuuuuuuu
106	19	uuuuuwuuwu
106	20	uuuuuuuuuu
106	21	uuuuuuuuuu
106	22	uuuuuuuuuu
