position	cell	state
085	1	ruuuwuruuu
085	2	ruuuwuruux
085	3	ruuururuuu
085	4	ruuururuuu
085	5	ruuuuurruu
085	6	ruuuuurruu
085	7	ruuuuurruu
085	8	ruuuuuwruu
085	9	ruuuruxxru
085	10	ruurruwrxu
085	11	ruurrxxrrx
085	12	uuurruxxru
085	13	ruuruuxuru
085	14	ruurruxuru
085	15	uuuxrurxxx
085	16	xuuxxxrrxu
085	17	xuuxxxxrxw
085	18	wuuxxxrrxu
