position	cell	state
117	1	uuurruurru
117	2	uuurruurru
117	3	uuurrurrru
117	4	uuurrurrru
117	5	xrrruuxxxx
117	6	xrrruuxxxx
117	7	xrrrruxxxx
117	8	xrrrruxxxx
117	9	xuuuxxxxxx
117	10	xuuuxxxxxx
117	11	xuuuxxxxxx
117	12	xuuuxxxxxx
117	13	xuuuxxxxxx
117	14	xuuuxxxxxx
117	15	xuuuxxxxxx
117	16	xuuuxxxxxx
117	17	rrruurrrxu
117	18	rrruurrrww
117	19	uuuuruwrru
117	20	uuuuruwrru
117	21	uuuururrru
117	22	uuuururrru
