position	cell	state
103	1	rrrxrurxru
103	2	rrrxuurwru
103	3	rrrxxurxru
103	4	rrrxuurxru
103	5	ruurxuuxru
103	6	xxxxxxxxxx
103	7	ruurxuuxru
103	8	ruurxuuxru
103	9	uuurxuuxru
103	10	xxxxxxxxxx
103	11	uuurxuuxru
103	12	uuurxuuxru
103	13	uuuxruuruu
103	14	uuuxruuruu
103	15	xxxxxxxxxx
103	16	uuuxruuruu
103	17	ruuuruuxxu
103	18	ruuuruuxxu
103	19	ruuuruuxxu
103	20	ruuuruuxxu
103	21	ruuurxuxxu
