position	cell	state
123	1	uuuruuuxxu
123	2	uuuruuuxxu
123	3	uuuruuuxxu
123	4	uuuruuuxxu
123	5	uuuruuuxxu
123	6	uuuruuuxxu
123	7	uuuruuuxxu
123	8	uuuruuuxxu
123	9	xxxxxxxxxx
123	10	xxxxxxxxxx
123	11	ruuxuuuuuu
123	12	ruuxuuuuuu
123	13	uuuuuuuuuu
123	14	uuuuuuuuuu
123	15	uuuuuuuuuu
123	16	uuuuuuuuuu
123	17	xxxxxxxxxx
123	18	xuuuuuuuru
123	19	ruuuuuuuru
123	20	ruuuuuuuru
123	21	ruuuuuuuru
123	22	ruuuuuuuru
123	23	xuuuuuuuru
