Position,file.name,file.extension,n.cells,groups,generations,newick
124,results_124,.txt,,4,3,"((((186_1:40,183_2:37):51,((216_1:21,216_2:21):51,(216_3:24,216_4:24):48):48):51,(((216_5:27,216_6:27):49,(216_7:24,216_8:24):52):49,((216_9:25,216_10:25):50,(216_11:28,216_12:28):47):50):46):40,(78_3:40,78_4:40):36);"
126,results_126,.txt,,4,3,"(((186_1:56,(216_1:13,216_2:13):72):51,((216_3:30,216_4:30):49,(216_5:17,216_6:17):62):57):54,((216_7:90,216_8:90):48,(189_7:51,216_9:78):60):53);"
127,results_127,.txt,,4,3,"((((216_1:25,216_2:25):69,(216_3:13,216_4:13):81):64,(216_5:87,216_6:87):72):43,(((216_7:35,216_8:35):50,(215_9:30,216_9:31):54):59,(216_10:83,(216_11:32,216_12:32):50):62):57);"
129,results_129,.txt,,4,3,"(((((216_1:15,216_2:15):49,(216_3:12,216_4:12):52):42,((216_5:11,216_6:11):47,(216_7:7,216_8:7):51):48):52,(157_5:40,(216_9:45,216_10:45):53):61):46,(104_3:49,(((216_11:1,216_12:1):45,216_13:47):49,(188_9:19,189_9:20):49):63):46);"
131,results_131,.txt,,4,3,"(((161_1:54,(171_1:21,170_2:20):42):53,(((216_1:37,216_2:37):46,(216_3:30,216_4:30):53):41,((216_5:37,216_6:37):44,(216_7:37,216_8:37):44):43):36):41,((((216_9:6,216_10:6):61,(216_11:15,216_12:15):52):51,((216_13:16,216_14:16):51,(216_15:16,216_16:16):51):51):40,(136_9:26,137_9:27):54):43);"
132,results_132,.txt,,6,3,"((((216_1:54,216_2:54):44,(216_3:53,(216_4:2,216_5:2):50):45):49,((216_6:14,216_7:14):79,(216_8:25,216_9:25):68):54):50,((((216_10:4,216_11:4):49,(216_12:7,216_13:7):46):41,((216_14:0,216_15:0):49,(216_16:0,216_17:0):49):45):48,((216_18:52,216_19:52):42,((216_20:2,216_21:2):47,216_22:50):44):49):54);"
139,results_139,.txt,,4,3,"((105_1:36,(163_1:42,211_1:90):51):60,(((216_1:38,216_2:38):50,(216_3:37,216_4:37):51):57,((216_5:43,216_6:43):51,(216_7:45,216_8:45):49):51):60);"
140,results_140,.txt,,4,3,"((((216_1:34,216_4:34):50,(216_2:36,216_3:36):48):54,(182_5:37,186_5:41):68):43,(((216_5:43,216_6:43):41,(216_7:42,216_8:42):42):49,((216_9:31,216_10:31):49,(216_11:34,216_12:34):46):53):48);"
141,results_141,.txt,,4,3,"((((216_1:62,(216_2:9,216_3:9):52):41,((216_4:20,216_5:20):45,(216_6:16,216_7:16):49):37):40,(202_7:82,(216_8:44,216_9:44):51):48):38,(((216_10:38,216_11:38):48,(216_12:43,216_13:43):43):48,((216_14:52,(216_15:1,216_16:1):50):36,((216_17:0,216_18:0):47,(216_19:2,216_20:2):45):40):46):47);"
142,results_142,.txt,,4,3,"(((((216_1:7,216_2:7):37,216_3:45):34,(216_4:34,216_5:34):45):47,(((216_6:3,216_7:3):44,(216_8:3,216_9:3):44):38,((216_10:0,216_11:0):47,216_12:48):38):40):45,(((216_13:49,(216_14:5,216_15:5):43):44,(216_16:43,216_17:43):50):39,(((216_18:6,216_19:6):46,(216_20:4,216_21:4):48):42,((216_22:11,216_23:11):46,(216_24:3,216_25:3):54):37):37):39);"
144,results_144,.txt,,4,3,"(((86_5:26,86_6:26):37,((153_7:40,165_5:52):52,((216_9:55,(216_10:3,216_11:3):51):50,((216_12:6,216_13:6):52,216_14:59):46):49):37):20,(((143_1:18,144_1:19):53,(153_1:20,153_2:20):61):48,(((216_1:38,216_2:38):52,(216_3:40,216_4:40):50):57,((216_5:40,216_6:40):50,(216_7:41,216_8:41):49):57):44):20);"
147,results_147,.txt,,4,3,"((((216_1:63,216_2:63):52,(216_3:59,(216_4:2,216_5:2):56):56):73,((147_3:22,156_4:31):48,((216_6:37,216_7:37):58,(216_8:35,216_9:35):60):43):49):24,(((216_10:62,216_11:62):63,((216_12:11,216_13:11):61,(216_14:24,216_15:24):48):52):60,103_7:74):27);"
148,results_148,.txt,,4,3,"((((216_1:53,216_2:53):46,(216_3:52,216_4:52):47):47,((216_5:49,216_6:49):46,(216_7:48,216_8:48):47):51):44,121_5:98);"
149,results_149,.txt,,4,3,"(((((216_1:26,216_2:26):40,(216_3:17,216_4:17):49):49,((216_5:15,216_6:15):51,(216_7:25,216_8:25):41):49):59,(((216_9:25,216_10:25):49,(216_11:30,216_12:30):44):48,((216_13:31,216_14:31):43,(216_15:29,216_16:29):45):48):52):37,(((216_17:57,(216_18:2,216_19:2):54):50,(216_20:53,(216_21:1,216_22:1):51):54):56,(((216_23:3,216_24:3):47,216_25:51):47,(216_26:41,216_27:41):57):65):49);"
152,results_152,.txt,,4,3,"((((216_1:26,216_2:26):90,(216_3:33,216_4:33):83):51,((210_5:51,197_6:38):62,(216_5:52,216_6:52):67):48):41,((((216_7:25,216_8:25):44,(216_9:13,216_10:13):56):48,((216_11:17,216_12:17):48,(216_13:17,216_14:17):48):52):49,(((216_15:17,216_16:17):53,(216_17:14,216_18:14):56):52,((216_19:13,216_20:13):54,(216_21:12,216_22:12):55):55):44):41);"
153,results_153,.txt,,4,3,"(((176_1:43,(216_1:6,216_2:6):76):58,((216_3:34,216_4:34):53,(216_5:35,216_6:35):52):53):47,(((216_7:25,216_8:25):68,(216_9:46,216_10:46):47):52,(160_7:43,142_8:25):47):42);"
154,results_154,.txt,,4,3,"(((((216_1:17,216_2:17):43,(216_3:8,216_4:8):52):39,((216_5:15,216_6:15):44,(216_7:7,216_8:7):52):40):49,(((216_9:1,216_10:1):50,(216_11:1,216_12:1):50):51,(216_13:54,216_14:54):49):46):43,((((216_15:10,216_16:10):44,(216_17:11,216_18:11):43):37,((216_19:6,216_20:6):47,(216_21:8,216_22:8):45):38):51,122_6:51):49);"
155,results_155,.txt,,4,3,"(((((216_1:9,216_2:9):43,(216_3:10,216_4:10):42):45,(181_3:11,182_3:12):52):48,(((216_5:18,216_6:18):41,(216_7:16,216_8:16):43):37,((216_9:2,216_10:2):53,(216_11:8,216_12:8):47):41):49):48,(((216_13:48,216_14:48):50,(216_15:42,216_16:42):56):46,((216_17:51,216_18:51):48,(216_19:52,216_20:52):47):45):50);"
85,results_085,.txt,,4,3,"(((((216_1:11,216_2:11):55,(216_3:19,216_4:19):47):43,((216_5:33,216_6:33):38,(216_7:26,216_8:26):45):38):49,((216_9:55,(216_10:0,216_11:0):54):46,(216_12:49,(216_13:5,216_14:5):43):52):58):53,(((181_9:27,216_15:62):57,(190_12:21,189_12:20):72):48,((197_13:33,199_13:35):60,(216_16:64,(216_17:2,216_18:2):61):48):55):45);"
87,results_087,.txt,,2,3,"(((216_1:85,216_2:85):58,(209_3:76,216_3:83):60):54,(93_3:31,95_3:33):44);"
88,results_088,.txt,,2,3,"((123_1:47,(((216_1:7,216_2:7):52,(216_3:7,216_4:7):52):37,((216_5:1,216_6:1):55,(216_7:1,216_8:1):55):40):41):54,((139_3:21,139_4:21):48,96_4:27):47);"
89,results_089,.txt,,2,3,"((96_1:29,(171_1:50,214_1:93):53):49,(((216_1:41,216_2:41):52,123_4:1):52,((216_3:46,216_4:46):47,(216_5:47,216_6:47):46):52):51);"
93,results_093,.txt,,4,3,"((((216_1:21,216_2:21):57,(216_3:18,216_4:18):60):62,(148_3:11,147_4:10):62):57,(((216_5:32,213_6:29):53,(216_6:31,216_7:31):54):58,((216_8:43,216_9:43):43,(216_10:37,216_11:37):49):57):54);"
97,results_097,.txt,,4,3,"(((((216_1:20,216_2:20):48,(216_3:5,216_4:5):63):50,(216_5:51,201_5:36):68):47,(116_3:20,116_4:20):47):46,((127_3:18,128_3:19):65,111_7:68):41);"
98,results_098,.txt,,4,3,"((((159_1:14,156_2:11):59,181_1:96):48,(205_1:122,216_1:133):46):34,(84_4:47,95_5:58):35);"
101,results_101,.txt,,4,3,"(((((216_1:31,216_2:31):42,(216_3:26,216_4:26):47):39,((216_5:16,216_6:16):49,(216_7:17,216_8:17):48):47):47,(((216_9:9,216_10:9):51,216_11:61):48,((216_12:11,216_13:11):56,(216_14:11,216_15:11):56):41):51):43,(((216_16:53,216_17:53):56,(216_18:59,(216_19:12,216_20:12):46):50):53,((216_21:60,(216_22:1,216_23:1):58):58,(151_11:6,150_12:5):47):44):41);"
103,results_103,.txt,,4,3,"((((216_1:43,216_2:43):48,(216_3:9,216_4:9):82):53,(((216_5:5,216_6:5):43,(216_7:4,216_8:4):44):48,((216_9:4,216_10:4):52,(216_11:7,216_12:7):49):40):47):42,(((216_13:50,216_14:50):47,(216_15:43,216_16:43):54):49,((216_17:56,(216_18:3,216_19:3):52):45,(216_20:49,216_21:49):52):45):40);"
106,results_106,.txt,,4,3,"((((216_1:48,216_2:48):37,(216_3:44,(216_4:1,216_5:1):42):41):49,(((216_6:7,216_7:7):43,(216_8:4,216_9:4):46):37,((216_10:3,216_11:3):45,(216_12:5,216_13:5):43):39):46):52,(((216_14:35,216_15:35):54,(216_16:41,216_17:41):48):46,((216_18:38,216_19:38):50,((216_20:5,216_21:5):43,(216_22:2,216_23:2):46):39):47):51);"
108,results_108,.txt,,4,3,"(((((216_1:14,216_2:14):55,(216_3:16,216_4:16):53):50,((216_5:15,216_6:15):57,(216_7:21,216_8:21):51):47):41,(((216_9:7,216_10:7):58,(216_11:9,216_12:9):56):49,((216_13:13,216_14:13):52,(216_15:9,216_16:9):56):49):46):39,(((216_17:53,216_18:53):52,((216_19:8,216_20:8):48,216_21:57):48):51,((216_22:57,216_23:57):50,((216_24:5,216_25:5):59,(216_26:0,216_27:0):64):42):49):44);"
