position	cell	state
113	1	uuuruuuuuu
113	2	uuuruuuuuu
113	3	uuuruuuuuu
113	4	uuuruuuuuu
113	6	uuuruuuuuu
113	7	xxxxxxxxxx
113	8	xxxxxxxxxx
113	9	uuuruuuuuu
113	10	uuuruuuuuu
113	11	uuuruuuuuu
113	12	uuuruuuuuu
113	13	uuuruuuuuu
113	14	uuuruuuuuu
113	15	xuuuuuurru
113	16	xxxxxxxxxx
113	17	xuuuuuurru
113	18	xuurruurru
113	19	xxxxxxxxxx
113	21	xurruuuruu
113	22	xurruuuruu
113	23	xurruuuruu
113	24	xurruuuruu
113	25	xurruuuruu
113	26	rurruuuruu
113	27	rurruuuruu
