position	cell	state
101	1	rurrruurru
101	2	rurrruurru
101	3	rurrruurru
101	4	rurrruurru
101	5	ruurruurwu
101	6	ruurruurru
101	7	ruurruurru
101	8	ruurruurru
101	9	rurxrurxxw
101	10	rurxrurrru
101	11	rurxrurrxu
101	12	ruuxrurrru
101	13	ruuxrurrru
101	14	ruuxrurrru
101	15	ruuxrurrru
101	16	rurxruuxux
101	17	rurxruuxuu
101	18	rrrxruuxuu
101	19	rrrxruuxuu
101	20	rrrxruuxuu
101	21	uuurruurru
101	22	uuurruurru
101	23	uuurruurru
