020101	1112111021
020102	0000000000
020103	1102111200
020104	0000000000
020105	0000000000
020106	1100000000
020107	1100100000
020108	1110111221
020109	1110111221
020110	1110111221
020111	1110111221
020112	1110111221
020113	1110111221
020114	1100111221
020115	1111011221
020116	1111011201
020117	0000000000
020118	1111011221
020119	1110111221
020120	1110111221
020121	1110111121
020122	1110111121
020123	0000000000
020124	0000000000
020125	0000000000
020126	1112111111
020127	1111111211
020128	0000000000
020129	1111111211
020130	1111111211
020131	1111111111
020132	1111111111
020133	0000000000
020134	0000000000
020135	1112111121
020136	1112111121
020137	0000000000
020138	0000000000
020139	0111211001
020140	0111211001
020141	1111111101
020142	1110111021
020143	1110212021
020144	1110212021
020145	2222210021
020146	2222110000
