130101	2110101001
130102	2112111221
130103	2100101000
130104	2102110021
130105	2112111221
130106	2112111221
130107	1111001211
130108	1111001211
130109	2112311211
130110	0112210011
130111	0000000000
130112	2112301000
130113	2000100021
130114	2000100021
130115	2100103021
130116	2100103021
130117	2111101021
130118	2111101021
130119	2111101011
130120	2111101011
130121	2111101021
130122	2110101021
130123	2111301001
130124	2112111001
130125	1101001020
130126	1111001000
130127	2102111000
130128	1112011011
130129	1111101021
130130	2100101021
130131	1112213011
130132	1112211011
130133	1122111321
130134	1112011201
130135	1111201221
130136	2101101000
130137	0000000000
130138	0000000000
130139	0000000000
130140	0000000000
130141	0000000000
130142	0000000000
130143	2112311001
130144	2112111001
130145	2112111001
130146	2112111000
