080601	2100101000
080602	2112111111
080603	2111111011
080604	2111111111
080605	1110011201
080606	1110011201
080607	1100111211
080608	1100111211
080609	1111110121
080610	1111110121
080611	1111110121
080612	1111110121
080613	1111110221
080614	1111110221
080615	0000000000
080616	1111111211
080617	2101221221
080618	2121221221
080619	0000000000
080620	2121221011
080621	1100011201
080622	0000000000
080623	1102012221
080624	1102012221
080625	2120011021
080626	2120011021
080627	2120011021
080628	2120011021
080629	0110211021
080630	0110211021
080631	0110211021
080632	0110211021
