150701	1111101001
150702	1111001011
150703	1111001011
150704	1111001011
150705	1111101000
150706	1111001011
150707	1111101011
150708	1111001011
150709	1111001011
150710	1111001000
150711	1111101001
150712	1111001011
150713	0000000000
150714	1111001001
150715	1101001000
150716	2100101000
150717	1110001011
150718	1101001211
150719	1111001011
150720	1111001200
150721	1111001200
150722	1111001211
150723	1111001211
150724	1111001211
150725	2101101000
150726	1111001211
150727	1111001011
150728	2100001000
150729	2100001000
150730	1111001011
