position	cell	state
006	1	xrruxuuuru
006	2	xxxxxxxxxx
006	3	uruuuuuuxu
006	4	uruuuuuuxr
006	5	urruruurru
006	6	urruruxuxx
006	7	urruruuwxu
006	8	urruxxurxx
006	9	wuurxuurru
006	10	ruruurrurr
006	11	uuuuuuuuwu
006	12	wuuuuuuuru
006	13	uuuuuuuuru
006	14	uuuuuuuuxu
006	15	uuuuwuuuuu
006	16	uuuuwuuuuu
006	17	uuuuwuuuuu
006	18	xxxxxxxxxx
006	19	uuuuwuuuuu
006	20	uuuuwuuuuu
006	21	uuuuruuuuu
006	22	xxxxxxxxxx
006	23	xxxxxxxxxx
