position	cell	state
052	1	ruuruurrru
052	2	urxrurruru
052	3	urxrurrurr
052	4	ruuruurrru
052	5	xuuuuuuuxu
052	6	xuuuuuuuxu
052	7	uuuuuuuxxx
052	8	uuuuuuurxu
052	9	xxxxxxxxxx
052	10	uuuuuuurxu
052	11	ruuxxuurru
052	12	uuuuuuurru
052	13	ruuruurrru
052	14	ruuruurrru
052	15	ruuruurrru
052	16	ruuruurrru
052	17	xxxxxxxxxx
052	18	xxxxxxxxxx
052	19	xxxxxxxxxx
