position	cell	state
013	1	xxxxxxxxxx
013	2	rrurruuuuu
013	3	rrurruuuuu
013	4	xuuuuuuruu
013	5	xxxxxxxxxx
013	6	uuuruuuxuu
013	7	uuuruuuxuu
013	8	wuuuwuuuuu
013	9	xxxxxxxxxx
013	10	xxxxxxxxxx
013	11	xxxxxxxxxx
013	12	uuuuuuuuux
013	13	uuxxuuuwru
013	14	ruuxuuuuru
013	15	xxxxxxxxxx
013	16	xrurruuuuu
014	17	xuuuuxuxru
014	18	uuuruuuuru
013	19	uuuuuuuuuu
013	20	uuuuuuuuru
013	21	uuuuuuruuu
013	22	uuuuuuuuuu
